target	relatum	kind	elicited_relation	documented_relation	status	prob	hapax	min_distance
mayor	title	physical	HYP		Missing	0.0181818181818181	True	
mayor	manager	physical	HYP		Missing	0.0181818181818181	True	
mayor	ruler	physical	HYP		Missing	0.0181818181818181	True	
mayor	executive	physical	HYP		Missing	0.0181818181818181	True	
metal	iron	ambiguous	HPO	HPO	Matched	0.1428571428571428	False	1.0
metal	tin	ambiguous	HPO	HPO	Matched	0.1269841269841269	False	1.0
metal	steel	ambiguous	HPO	HPO	Matched	0.1904761904761904	False	1.0
metal	platinum	ambiguous	HPO		Missing	0.0317460317460317	False	2.0
metal	gold	ambiguous	HPO		Missing	0.0634920634920634	False	2.0
metal	silver	ambiguous	HPO		Missing	0.0476190476190476	False	2.0
metal	element	ambiguous	HPO	HYP	Mismatched	0.0317460317460317	False	
metal	substance	ambiguous	HPO		Missing	0.0158730158730158	True	
metal	material	ambiguous	HPO		Missing	0.0158730158730158	True	
metal	aluminum	ambiguous	HPO	HPO	Matched	0.1111111111111111	False	1.0
metal	copper	ambiguous	HPO	HPO	Matched	0.0793650793650793	False	1.0
metal	brass	ambiguous	HPO		Missing	0.0476190476190476	False	2.0
metal	zinc	ambiguous	HPO	HPO	Matched	0.0158730158730158	True	1.0
metal	cooper	ambiguous	HPO		Missing	0.0158730158730158	True	
metal	ore	ambiguous	HPO		Missing	0.0158730158730158	True	
metal	bronze	ambiguous	HPO		Missing	0.0317460317460317	False	2.0
ghost	entity	ambiguous	HYP		Missing	0.0847457627118644	False	6.0
ghost	soul	ambiguous	HYP	HYP	Matched	0.1186440677966101	False	1.0
ghost	spirit	ambiguous	HYP		Missing	0.3728813559322034	False	2.0
ghost	scare	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	horror	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	impression	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	specter	ambiguous	HYP	SYN	Mismatched	0.1016949152542373	False	0.0
ghost	being	ambiguous	HYP		Missing	0.0677966101694915	False	4.0
ghost	thing	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	creature	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	myth	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	aura	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	sprit	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	ghoul	ambiguous	HYP		Missing	0.0169491525423728	True	
ghost	monster	ambiguous	HYP		Missing	0.0338983050847457	False	
ghost	poltergeist	ambiguous	HYP	HPO	Mismatched	0.0169491525423728	True	
ghost	haunt	ambiguous	HYP		Missing	0.0338983050847457	False	
ghost	wanderer	ambiguous	HYP		Missing	0.0169491525423728	True	
engineer	creator	physical	HYP		Missing	0.0655737704918032	False	
engineer	professional	physical	HYP		Missing	0.2459016393442623	False	
engineer	career	physical	HYP		Missing	0.081967213114754	False	
engineer	scientist	physical	HYP		Missing	0.1147540983606557	False	
engineer	category	physical	HYP		Missing	0.0163934426229508	True	
engineer	expert	physical	HYP		Missing	0.0491803278688524	False	
engineer	technician	physical	HYP		Missing	0.0491803278688524	False	
engineer	specialist	physical	HYP		Missing	0.0491803278688524	False	
engineer	profession	physical	HYP		Missing	0.0327868852459016	False	
engineer	occupation	physical	HYP		Missing	0.0491803278688524	False	
engineer	title	physical	HYP		Missing	0.0327868852459016	False	
engineer	job	physical	HYP		Missing	0.0655737704918032	False	
engineer	conductor	physical	HYP		Missing	0.0327868852459016	False	
engineer	designer	physical	HYP		Missing	0.0327868852459016	False	
engineer	builder	physical	HYP		Missing	0.0163934426229508	True	
engineer	worker	physical	HYP		Missing	0.0491803278688524	False	
engineer	person	physical	HYP	HYP	Matched	0.0163934426229508	True	1.0
silence	sound	abstract	ANT		Missing	0.2131147540983606	False	
silence	noise	abstract	ANT		Missing	0.3278688524590163	False	
silence	clamor	abstract	ANT		Missing	0.081967213114754	False	
silence	uproar	abstract	ANT		Missing	0.0163934426229508	True	
silence	racket	abstract	ANT		Missing	0.0491803278688524	False	
silence	loudness	abstract	ANT		Missing	0.0655737704918032	False	
silence	music	abstract	ANT		Missing	0.0163934426229508	True	
silence	blast	abstract	ANT		Missing	0.0163934426229508	True	
silence	chaos	abstract	ANT		Missing	0.0491803278688524	False	
silence	shout	abstract	ANT		Missing	0.0163934426229508	True	
silence	noisiness	abstract	ANT		Missing	0.0163934426229508	True	
silence	shriek	abstract	ANT		Missing	0.0163934426229508	True	
sight	seeing	abstract	HYP	HPO	Mismatched	0.0227272727272727	True	
sight	vision	abstract	HYP	SYN	Mismatched	0.2045454545454545	False	0.0
sight	sense	abstract	HYP		Missing	0.4318181818181818	False	2.0
sight	memory	abstract	HYP		Missing	0.0227272727272727	True	
sight	landmark	abstract	HYP		Missing	0.0227272727272727	True	
sight	appearance	abstract	HYP		Missing	0.0454545454545454	False	
sight	feeling	abstract	HYP		Missing	0.0227272727272727	True	
sight	scene	abstract	HYP		Missing	0.0227272727272727	True	
sight	dream	abstract	HYP		Missing	0.0227272727272727	True	
sight	perception	abstract	HYP		Missing	0.0454545454545454	False	2.0
sight	look	abstract	HYP	HYP	Matched	0.0227272727272727	True	1.0
sight	impression	abstract	HYP		Missing	0.0227272727272727	True	
sight	hallucination	abstract	HYP		Missing	0.0227272727272727	True	
sight	attraction	abstract	HYP		Missing	0.0227272727272727	True	2.0
sight	vision	abstract	SYN	SYN	Matched	0.4146341463414634	False	
sight	sense	abstract	SYN		Missing	0.0975609756097561	False	
sight	seeing	abstract	SYN	HPO	Mismatched	0.048780487804878	False	
sight	observation	abstract	SYN		Missing	0.048780487804878	False	
sight	dream	abstract	SYN		Missing	0.073170731707317	False	
sight	perception	abstract	SYN		Missing	0.048780487804878	False	
sight	saw	abstract	SYN		Missing	0.024390243902439	True	
sight	scene	abstract	SYN		Missing	0.048780487804878	False	
bar	establishment	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	counter	ambiguous	HOL	HYP	Mismatched	0.032258064516129	False	
bar	bicycle	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	tool	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	stand	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	building	ambiguous	HOL		Missing	0.0967741935483871	False	
bar	restaurant	ambiguous	HOL		Missing	0.1451612903225806	False	
bar	reception	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	party	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	business	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	pub	ambiguous	HOL	HOL	Matched	0.1612903225806451	False	
bar	club	ambiguous	HOL		Missing	0.0806451612903225	False	
bar	community	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	neighborhood	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	house	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	home	ambiguous	HOL		Missing	0.032258064516129	False	
bar	stool	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	stadium	ambiguous	HOL		Missing	0.032258064516129	False	
bar	table	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	prison	ambiguous	HOL		Missing	0.032258064516129	False	
bar	jail	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	tavern	ambiguous	HOL		Missing	0.0483870967741935	False	
bar	song	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	melody	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	bill	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	cell	ambiguous	HOL		Missing	0.0161290322580645	True	
bar	lounge	ambiguous	HOL		Missing	0.0161290322580645	True	
submarine	transportation	physical	SYN		Missing	0.0178571428571428	True	
submarine	ship	physical	SYN		Missing	0.0714285714285714	False	
submarine	sub	physical	SYN	SYN	Matched	0.1785714285714285	False	
submarine	u-boat	physical	SYN	HPO	Mismatched	0.0714285714285714	False	
submarine	boat	physical	SYN		Missing	0.1071428571428571	False	
submarine	submersible	physical	SYN	HYP	Mismatched	0.1785714285714285	False	
submarine	vessel	physical	SYN		Missing	0.1071428571428571	False	
submarine	conveyance	physical	SYN		Missing	0.0178571428571428	True	
submarine	vehicle	physical	SYN		Missing	0.0357142857142857	False	
submarine	diver	physical	SYN		Missing	0.0178571428571428	True	
submarine	craft	physical	SYN		Missing	0.0178571428571428	True	
submarine	sandwich	physical	SYN	HYP	Mismatched	0.0357142857142857	False	
submarine	hero	physical	SYN	SYN	Matched	0.0178571428571428	True	
submarine	hoagie	physical	SYN	SYN	Matched	0.0178571428571428	True	
submarine	watercraft	physical	SYN		Missing	0.0357142857142857	False	
submarine	grinder	physical	SYN	SYN	Matched	0.0178571428571428	True	
submarine	vessel	physical	HYP		Missing	0.2280701754385964	False	4.0
submarine	transportation	physical	HYP		Missing	0.0701754385964912	False	
submarine	ship	physical	HYP		Missing	0.1228070175438596	False	3.0
submarine	watercraft	physical	HYP		Missing	0.1578947368421052	False	4.0
submarine	transport	physical	HYP		Missing	0.0175438596491228	True	7.0
submarine	vehicle	physical	HYP		Missing	0.1052631578947368	False	6.0
submarine	boat	physical	HYP		Missing	0.0701754385964912	False	
submarine	sub	physical	HYP	SYN	Mismatched	0.0701754385964912	False	0.0
submarine	submersible	physical	HYP	HYP	Matched	0.1052631578947368	False	1.0
submarine	tool	physical	HYP		Missing	0.0175438596491228	True	
submarine	machine	physical	HYP		Missing	0.0175438596491228	True	
submarine	weapon	physical	HYP		Missing	0.0175438596491228	True	
man	woman	ambiguous	ANT	ANT	Matched	0.5666666666666667	False	
man	female	ambiguous	ANT		Missing	0.1333333333333333	False	
man	person	ambiguous	ANT	HYP	Mismatched	0.0166666666666666	True	
man	aunt	ambiguous	ANT		Missing	0.0333333333333333	False	
man	mother	ambiguous	ANT		Missing	0.0333333333333333	False	
man	sister	ambiguous	ANT		Missing	0.0333333333333333	False	
man	lady	ambiguous	ANT		Missing	0.0666666666666666	False	
man	girl	ambiguous	ANT		Missing	0.0833333333333333	False	
man	grandmother	ambiguous	ANT		Missing	0.0166666666666666	True	
man	boy	ambiguous	ANT	HPO	Mismatched	0.0166666666666666	True	
man	doctor	ambiguous	HPO		Missing	0.0444444444444444	False	
man	husband	ambiguous	HPO		Missing	0.0666666666666666	False	
man	boyfriend	ambiguous	HPO	HPO	Matched	0.0222222222222222	True	1.0
man	hero	ambiguous	HPO		Missing	0.0444444444444444	False	
man	father	ambiguous	HPO		Missing	0.1555555555555555	False	
man	athlete	ambiguous	HPO		Missing	0.0222222222222222	True	
man	champion	ambiguous	HPO		Missing	0.0222222222222222	True	
man	male	ambiguous	HPO	HYP	Mismatched	0.0666666666666666	False	
man	son	ambiguous	HPO		Missing	0.0222222222222222	True	
man	brother	ambiguous	HPO		Missing	0.0444444444444444	False	
man	uncle	ambiguous	HPO		Missing	0.0888888888888888	False	
man	fireman	ambiguous	HPO		Missing	0.0222222222222222	True	
man	leader	ambiguous	HPO		Missing	0.0222222222222222	True	
man	boss	ambiguous	HPO		Missing	0.0222222222222222	True	
man	person	ambiguous	HPO	HYP	Mismatched	0.0444444444444444	False	
man	dad	ambiguous	HPO		Missing	0.0222222222222222	True	
man	dentist	ambiguous	HPO		Missing	0.0222222222222222	True	
man	engineer	ambiguous	HPO		Missing	0.0222222222222222	True	
man	wrestler	ambiguous	HPO		Missing	0.0222222222222222	True	
man	architect	ambiguous	HPO		Missing	0.0222222222222222	True	
man	individual	ambiguous	HPO	HYP	Mismatched	0.0222222222222222	True	
man	groom	ambiguous	HPO		Missing	0.0222222222222222	True	
man	nephew	ambiguous	HPO		Missing	0.0222222222222222	True	
man	boy	ambiguous	HPO	HPO	Matched	0.0222222222222222	True	1.0
man	scientist	ambiguous	HPO		Missing	0.0222222222222222	True	
man	professional	ambiguous	HPO		Missing	0.0222222222222222	True	
man	male	ambiguous	SYN	HYP	Mismatched	0.4090909090909091	False	
man	guy	ambiguous	SYN	HPO	Mismatched	0.0909090909090909	False	
man	dude	ambiguous	SYN	HPO	Mismatched	0.0227272727272727	True	
man	father	ambiguous	SYN		Missing	0.0227272727272727	True	
man	boy	ambiguous	SYN	HPO	Mismatched	0.0681818181818181	False	
man	person	ambiguous	SYN	HYP	Mismatched	0.0909090909090909	False	
man	protector	ambiguous	SYN		Missing	0.0227272727272727	True	
man	hunter	ambiguous	SYN		Missing	0.0227272727272727	True	
man	bloke	ambiguous	SYN		Missing	0.0227272727272727	True	
man	chap	ambiguous	SYN		Missing	0.0227272727272727	True	
man	lad	ambiguous	SYN		Missing	0.0227272727272727	True	
man	woman	ambiguous	SYN	ANT	Mismatched	0.0227272727272727	True	
man	female	ambiguous	SYN		Missing	0.0227272727272727	True	
cherry	fruit	ambiguous	HYP		Missing	0.4736842105263157	False	2.0
cherry	food	ambiguous	HYP		Missing	0.1929824561403508	False	3.0
cherry	snack	ambiguous	HYP		Missing	0.087719298245614	False	
cherry	meal	ambiguous	HYP		Missing	0.0350877192982456	False	
cherry	crop	ambiguous	HYP		Missing	0.0350877192982456	False	
cherry	tree	ambiguous	HYP		Missing	0.0701754385964912	False	3.0
cherry	wood	ambiguous	HYP	HYP	Matched	0.0175438596491228	True	1.0
cherry	topping	ambiguous	HYP		Missing	0.0175438596491228	True	
cherry	dessert	ambiguous	HYP		Missing	0.0175438596491228	True	
cherry	filling	ambiguous	HYP		Missing	0.0175438596491228	True	
cherry	juice	ambiguous	HYP		Missing	0.0175438596491228	True	
cherry	berry	ambiguous	HYP		Missing	0.0175438596491228	True	
rabbit	animal	ambiguous	HYP		Missing	0.4516129032258064	False	7.0
rabbit	pet	ambiguous	HYP		Missing	0.0967741935483871	False	
rabbit	creature	ambiguous	HYP		Missing	0.064516129032258	False	7.0
rabbit	beast	ambiguous	HYP		Missing	0.0161290322580645	True	7.0
rabbit	lagomorph	ambiguous	HYP		Missing	0.0161290322580645	True	2.0
rabbit	mammal	ambiguous	HYP		Missing	0.1451612903225806	False	4.0
rabbit	being	ambiguous	HYP		Missing	0.0161290322580645	True	8.0
rabbit	living	ambiguous	HYP		Missing	0.0161290322580645	True	
rabbit	critter	ambiguous	HYP		Missing	0.0161290322580645	True	
rabbit	meat	ambiguous	HYP		Missing	0.0483870967741935	False	2.0
rabbit	fur	ambiguous	HYP	HYP	Matched	0.0161290322580645	True	1.0
rabbit	coat	ambiguous	HYP		Missing	0.0161290322580645	True	
rabbit	meal	ambiguous	HYP		Missing	0.0161290322580645	True	
rabbit	food	ambiguous	HYP		Missing	0.0161290322580645	True	3.0
rabbit	rodent	ambiguous	HYP		Missing	0.0161290322580645	True	
rabbit	pest	ambiguous	HYP		Missing	0.0161290322580645	True	
oxygen	air	ambiguous	HYP	HOL	Mismatched	0.109090909090909	False	
oxygen	element	ambiguous	HYP	HYP	Matched	0.2909090909090909	False	1.0
oxygen	particle	ambiguous	HYP		Missing	0.0181818181818181	True	
oxygen	chemical	ambiguous	HYP		Missing	0.0909090909090909	False	
oxygen	gas	ambiguous	HYP	HYP	Matched	0.3272727272727272	False	1.0
oxygen	molecule	ambiguous	HYP		Missing	0.0545454545454545	False	
oxygen	atmosphere	ambiguous	HYP		Missing	0.0181818181818181	True	
oxygen	vapor	ambiguous	HYP		Missing	0.0181818181818181	True	
oxygen	mist	ambiguous	HYP		Missing	0.0181818181818181	True	
oxygen	air	ambiguous	HOL	HOL	Matched	0.2539682539682539	False	
oxygen	life	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	gas	ambiguous	HOL	HYP	Mismatched	0.0317460317460317	False	
oxygen	water	ambiguous	HOL	HOL	Matched	0.1746031746031746	False	
oxygen	tank	ambiguous	HOL		Missing	0.0793650793650793	False	
oxygen	sky	ambiguous	HOL		Missing	0.0476190476190476	False	
oxygen	lung	ambiguous	HOL		Missing	0.0317460317460317	False	
oxygen	balloon	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	atmosphere	ambiguous	HOL		Missing	0.1269841269841269	False	
oxygen	environment	ambiguous	HOL		Missing	0.0476190476190476	False	
oxygen	element	ambiguous	HOL	HYP	Mismatched	0.0634920634920634	False	
oxygen	breath	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	substance	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	liquid	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	person	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	organ	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	reaction	ambiguous	HOL		Missing	0.0158730158730158	True	
oxygen	formula	ambiguous	HOL		Missing	0.0158730158730158	True	
cloud	mist	ambiguous	HPO		Missing	0.1052631578947368	False	3.0
cloud	vapor	ambiguous	HPO		Missing	0.0789473684210526	False	
cloud	cumulus	ambiguous	HPO	HPO	Matched	0.2105263157894736	False	1.0
cloud	fluff	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	rain	ambiguous	HPO		Missing	0.0526315789473684	False	
cloud	black	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	dark	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	nimbus	ambiguous	HPO	HPO	Matched	0.1052631578947368	False	1.0
cloud	fog	ambiguous	HPO		Missing	0.1052631578947368	False	2.0
cloud	water	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	gas	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	cirrus	ambiguous	HPO	HPO	Matched	0.0789473684210526	False	1.0
cloud	smog	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	steam	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	gloom	ambiguous	HPO	HYP	Mismatched	0.0263157894736842	True	
cloud	storm	ambiguous	HPO		Missing	0.0263157894736842	True	
cloud	storm	ambiguous	HOL		Missing	0.0512820512820512	False	
cloud	sky	ambiguous	HOL	HOL	Matched	0.6923076923076923	False	
cloud	atmosphere	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	fog	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	weather	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	universe	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	picture	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	painting	ambiguous	HOL		Missing	0.0256410256410256	True	
cloud	drawing	ambiguous	HOL		Missing	0.0256410256410256	True	
